id,user_agent,times_seen,simple_software_string,simple_sub_description_string,simple_operating_platform_string,software,software_name,software_name_code,software_version,software_version_full,operating_system,operating_system_name,operating_system_name_code,operating_system_version,operating_system_version_full,operating_system_flavour,operating_system_flavour_code,operating_system_frameworks,operating_platform,operating_platform_code,operating_platform_vendor_name,software_type,software_sub_type,software_type_specific,hardware_type,hardware_sub_type,hardware_sub_sub_type,hardware_type_specific,layout_engine_name,layout_engine_version,extra_info,extra_info_dict,capabilities,detected_addons,first_seen_at,last_seen_at,updated_at
4519392,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",2688,Chrome 76 on Windows 10,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-26 00:00:00.000000,2019-09-28 08:00:44.027996,2019-08-27 01:01:02.701389
4527046,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G930F/G930FXXS6ESGD Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",209,Samsung Browser 9.4 on Android 8,,Samsung SM-G930F,Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G930F,SM-G930F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""R16NW""}",[],[],2019-08-26 00:00:00.000000,2019-09-27 18:59:23.000000,2019-08-27 02:01:09.115200
4533961,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",3428,Webkit based browser on iOS 12.4,,Apple iPhone,Webkit based browser,Webkit based browser,webkit-based-browser,,,iOS 12.4,iOS,ios,12.4,12.4.1,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-08-26 00:00:00.000000,2019-09-28 18:00:31.093647,2019-08-27 02:36:08.368472
4533200,"Mozilla/5.0 (Linux; Android 9; CLT-L09 Build/HUAWEICLT-L09) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36",1,Samsung Browser 7.4 on Android 9,,Huawei,Samsung Browser 7.4,Samsung Browser,samsung-browser,7.4,7.4,Android 9,Android,android,9,9,,,[],,,Huawei,browser,web-browser,,mobile,,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""HUAWEICLT-L09""}",[],[],2019-08-26 00:00:00.000000,2019-08-26 00:00:00.000000,2019-08-27 02:31:03.138088
4533612,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",1408,Chrome 76 on Mac OS X (Yosemite),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10.5,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-26 00:00:00.000000,2019-09-29 00:00:43.315874,2019-08-27 02:34:03.628859
4533800,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",4593,Chrome 76 on macOS (Mojave),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (Mojave),macOS,macos,Mojave,10.14.5,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-26 00:00:00.000000,2019-09-28 19:01:07.161715,2019-08-27 02:35:06.976636
4532252,"Mozilla/5.0 (iPad; CPU OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",415,Webkit based browser on iOS 12.4,,Apple iPad,Webkit based browser,Webkit based browser,webkit-based-browser,,,iOS 12.4,iOS,ios,12.4,12.4.1,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-08-26 00:00:00.000000,2019-09-28 00:00:00.000000,2019-08-27 02:26:10.988995
4539535,"Mozilla/5.0 (Linux; Android 9; COL-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",64,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-26 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 03:06:07.668954
4534535,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",897,Chrome 76 on Windows 8,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Windows 8,Windows,windows,8,NT 6.2,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-08-26 00:00:00.000000,2019-09-28 12:00:15.851544,2019-08-27 02:41:04.563298
4538881,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/81.0.264749124 Mobile/15E148 Safari/605.1",866,Google Search App 81 on iOS 12.4,,Apple iPhone,Google Search App 81,Google Search App,google-search-app,81,81.0.264749124,iOS 12.4,iOS,ios,12.4,12.4,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-08-26 00:00:00.000000,2019-09-28 15:01:08.834784,2019-08-27 03:03:08.875168
4539365,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A520F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3809.132 Mobile Safari/537.36",55,Chrome 76 on Android 8,,Samsung SM-A520F,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-A520F,SM-A520F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},"{""System Build"": ""R16NW""}",[],[],2019-08-26 00:00:00.000000,2019-09-25 00:00:00.000000,2019-08-27 03:05:11.772869
4534997,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-N975F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",82,Samsung Browser 10.1 on Android 9,,Samsung SM-N975F,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android 9,Android,android,9,9,,,[],Samsung SM-N975F,SM-N975F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-08-26 00:00:00.000000,2019-09-28 03:01:53.893250,2019-08-27 02:44:05.599655
4535617,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",2526,Chrome 76 on macOS (Sierra),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (Sierra),macOS,macos,Sierra,10.12.6,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-26 00:00:00.000000,2019-09-28 10:00:49.604246,2019-08-27 02:47:07.666095
4539970,"Mozilla/5.0 (Linux; Android 9; Pixel 3 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",314,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 00:00:00.000000,2019-08-27 09:05:02.912699
4539587,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",264,Chrome 76 on macOS (High Sierra),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (High Sierra),macOS,macos,High Sierra,10.13.4,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 14:01:00.402875,2019-08-27 04:02:02.125068
4539588,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",181,Chrome 76 on macOS (High Sierra),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (High Sierra),macOS,macos,High Sierra,10.13.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 03:01:15.079030,2019-08-27 04:02:02.197438
4539594,"Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",152,Chrome 76 on Android 8.1,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 8.1,Android,android,8.1,8.1.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 06:01:01.034194
4539666,"Mozilla/5.0 (Linux; Android 9; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",393,Chrome 76 on Android 9,,Samsung SM-G965F,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],Samsung SM-G965F,SM-G965F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 00:00:00.000000,2019-08-27 06:02:06.556071
4539678,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",477,Chrome 76 on Android 8,,Samsung SM-A520F,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-A520F,SM-A520F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 06:02:07.263179
4539754,"Mozilla/5.0 (Linux; Android 9; ONEPLUS A5000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",94,Chrome 76 on Android 9,,OnePlus A5000,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],OnePlus A5000,A5000,OnePlus,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 09:02:03.372590
4539725,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",868,Chrome 76 on macOS (Mojave),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (Mojave),macOS,macos,Mojave,10.14.4,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 00:00:00.000000,2019-08-27 07:02:02.681478
4539733,"Mozilla/5.0 (Linux; Android 9; CLT-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",232,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 08:01:02.947893
4539655,"Mozilla/5.0 (Linux; Android 8.0.0; WAS-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",214,Chrome 76 on Android 8,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 8,Android,android,8,8.0.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 06:02:05.876248
4539717,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",1666,Chrome 76 on Mac OS X (El Capitan),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Mac OS X (El Capitan),Mac OS X,mac-os-x,El Capitan,10.11.6,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 21:00:59.179368,2019-08-27 06:02:09.168520
4539958,"Mozilla/5.0 (Linux; Android 9; SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",1128,Chrome 76 on Android 9,,Samsung SM-G950F,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],Samsung SM-G950F,SM-G950F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 09:05:02.333468
4539952,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",296,Chrome 76 on macOS (Mojave),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (Mojave),macOS,macos,Mojave,10.14.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 03:00:46.787821,2019-08-27 09:03:07.402421
4539774,"Mozilla/5.0 (Linux; Android 9; Pixel 3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",322,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 18:59:23.000000,2019-08-27 09:02:04.515150
4539872,"Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",145,Chrome 76 on Android (Nougat),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android (Nougat),Android,android,Nougat,7.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 09:03:03.741281
4539933,"Mozilla/5.0 (Linux; Android 9; moto g(6)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",246,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 18:57:52.000000,2019-08-27 09:03:06.540220
4540013,"Mozilla/5.0 (Linux; Android 6.0; MYA-L11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",25,Chrome 76 on Android (Marshmallow),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android (Marshmallow),Android,android,Marshmallow,6.0,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-25 00:00:00.000000,2019-08-27 09:05:04.927260
4539984,"Mozilla/5.0 (Linux; Android 9; SM-G9750) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",16,Chrome 76 on Android 9,,Samsung SM-G9750,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],Samsung SM-G9750,SM-G9750,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 09:02:21.000000,2019-09-10 00:00:00.000000,2019-08-27 09:05:03.574963
4539986,"Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",272,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 09:05:03.661366
4540025,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",406,Chrome 76 on macOS (Mojave),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (Mojave),macOS,macos,Mojave,10.14.2,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 21:00:30.037825,2019-08-27 09:05:05.466254
4540030,"Mozilla/5.0 (Linux; Android 7.1.1; SM-T550) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",184,Chrome 76 on Android (Nougat),,"Samsung Galaxy Tab A 9.7"" (SM-T550)",Chrome 76,Chrome,chrome,76,76.0.3809.132,Android (Nougat),Android,android,Nougat,7.1.1,,,[],"Galaxy Tab A 9.7""",SM-T550,Samsung,browser,web-browser,,mobile,tablet,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 00:00:00.000000,2019-08-27 09:05:05.690257
4540038,"Mozilla/5.0 (Linux; Android 8.1.0; SM-J530F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",159,Chrome 76 on Android 8.1,,Samsung SM-J530F,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 8.1,Android,android,8.1,8.1.0,,,[],Samsung SM-J530F,SM-J530F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 00:00:00.000000,2019-08-27 09:05:06.117096
4540097,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A320FL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",156,Chrome 76 on Android 8,,Samsung SM-A320FL,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-A320FL,SM-A320FL,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 18:59:23.000000,2019-08-27 13:01:02.477834
4540101,"Mozilla/5.0 (Linux; Android 9; GM1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",35,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 13:02:02.697791
4540105,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",739,Chrome 76 on macOS (Mojave),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (Mojave),macOS,macos,Mojave,10.14.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 17:01:23.574016,2019-08-27 13:02:02.931522
4540137,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",40,Chrome 76 on Mac OS X (Yosemite),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 00:00:00.000000,2019-08-27 14:34:03.012064
4540000,"Mozilla/5.0 (Linux; Android 9; Pixel 2 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",395,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 09:05:04.274504
4540052,"Mozilla/5.0 (Linux; Android 9; Pixel XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",129,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-26 00:00:00.000000,2019-08-27 09:05:06.911865
4540055,"Mozilla/5.0 (Linux; Android 9; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",1382,Chrome 76 on Android 9,,Samsung SM-G950U,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],Samsung SM-G950U,SM-G950U,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 22:00:20.987010,2019-08-27 09:05:07.098818
4540089,"Mozilla/5.0 (iPad; CPU OS 12_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) 1Password/7.3.6 (like Version/12.4.1 Mobile/16G102 Safari/600.1.4)",14,1Password 7.3 on iOS 12.4,,Apple iPad,1Password 7.3,1Password,1password,7.3,7.3.6,iOS 12.4,iOS,ios,12.4,12.4.1,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""600"", ""1"", ""4""]",{},"{""Mobile Build"": ""16G102""}",[],[],2019-08-27 12:00:20.387136,2019-09-25 00:00:00.000000,2019-08-27 12:01:02.482364
4540122,"Mozilla/5.0 (Linux; Android 9; Pixel 3a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",165,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 18:56:26.000000,2019-08-27 14:01:03.092718
4540020,"Mozilla/5.0 (Linux; Android 9; SM-N960F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",214,Chrome 76 on Android 9,,Samsung SM-N960F,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],Samsung SM-N960F,SM-N960F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-29 00:00:38.640922,2019-08-27 09:05:05.241324
4540174,"Mozilla/5.0 (Linux; Android 9; Mi A2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",1882,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 00:00:00.000000,2019-08-27 17:02:02.466735
4540166,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",594,Chrome 76 on macOS (Mojave),,,Chrome 76,Chrome,chrome,76,76.0.3809.132,macOS (Mojave),macOS,macos,Mojave,10.14.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 12:00:42.859326,2019-08-27 16:12:02.488461
4540175,"Mozilla/5.0 (Linux; Android 9; YAL-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",18,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 17:01:57.985665,2019-09-16 00:00:00.000000,2019-08-27 17:02:02.509751
4540178,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",92,Chrome 76 on Windows 8,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Windows 8,Windows,windows,8,NT 6.2,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""32 bit compatibility layer""]}",{},[],[],2019-08-27 00:00:00.000000,2019-09-28 06:01:01.063589,2019-08-27 17:15:02.145947
4540180,"Mozilla/5.0 (Linux; Android 9; Pixel) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",133,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 18:50:45.000000,2019-08-27 18:01:02.369350
4540187,"Mozilla/5.0 (Linux; Android 9; MI 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",50,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-19 00:00:00.000000,2019-08-27 18:02:02.603441
4540207,"Mozilla/5.0 (Linux; Android 5.1.1; SM-J320FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",87,Chrome 76 on Android (Lollipop),,Samsung SM-J320FN,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android (Lollipop),Android,android,Lollipop,5.1.1,,,[],Samsung SM-J320FN,SM-J320FN,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 19:02:02.305379
4540210,"Mozilla/5.0 (Linux; Android 9; POCOPHONE F1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Mobile Safari/537.36",70,Chrome 76 on Android 9,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-27 19:01:05.000000,2019-08-27 19:02:02.471278
4540167,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36",461,Chrome 76 on Windows 8.1,,,Chrome 76,Chrome,chrome,76,76.0.3809.132,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-08-27 00:00:00.000000,2019-09-28 06:00:59.855551,2019-08-27 16:36:02.760936
